study_accession	n_runs	reference	run_accession	checked_runs	library_layout
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933589	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933590	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933591	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933592	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933593	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933594	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933595	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933596	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933597	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933598	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933599	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933600	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933601	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933602	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933603	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933604	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933605	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933606	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933607	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933608	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933609	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933610	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933611	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933612	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933613	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933614	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933615	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933616	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933617	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933618	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933619	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933620	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933621	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933622	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933623	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933624	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933625	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933626	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933627	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933628	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933629	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933630	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933631	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933632	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933633	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933634	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933635	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933636	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933637	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933638	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933639	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933640	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933641	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933642	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933643	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933644	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933645	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933646	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933647	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933648	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933649	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933650	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933651	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933652	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933653	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933654	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933655	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933656	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933657	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933658	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933659	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933660	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933661	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933662	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933663	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933664	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933665	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933666	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933667	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933668	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933669	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933670	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933671	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933672	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933673	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933674	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933675	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933676	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933677	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933678	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933679	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933680	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933681	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933682	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933683	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933684	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933685	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933686	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933687	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933688	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933689	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933690	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933691	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933692	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933693	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933694	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933695	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933696	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933697	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933698	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933699	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933700	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933701	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933702	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933703	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933704	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933705	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933706	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933707	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933708	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933709	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933710	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933711	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933712	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933713	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933714	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933715	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933716	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933717	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933718	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933719	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933720	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933721	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933722	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933723	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933724	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933725	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933726	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933727	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933728	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933729	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933730	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933731	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933732	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933733	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933734	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933735	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933736	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933737	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933738	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933739	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933740	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933741	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933742	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933743	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933744	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933745	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933746	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933747	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933748	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933749	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933750	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933751	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933752	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933753	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933754	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933755	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933756	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933757	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933758	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933759	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933760	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933761	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933762	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933763	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933764	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933765	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933766	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933767	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933768	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933769	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933770	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933771	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933772	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933773	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933774	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933775	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933776	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217262	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217263	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217264	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217265	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217266	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217267	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217268	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217269	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217270	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217271	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217272	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217273	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217274	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217275	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217276	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217277	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217278	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217279	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217280	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217281	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217282	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217283	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217284	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217285	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217286	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217287	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217288	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217289	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217290	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217291	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217292	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217293	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217294	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217295	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217296	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217297	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217298	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217299	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217300	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217301	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217302	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217303	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217304	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217305	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217306	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217307	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217308	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217309	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217310	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217311	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217312	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217313	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217314	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217315	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217316	yes	single
SRP297062	56	"(Reuwsaat, 2021, 10.1128/mBio.03457-20)"	SRR13217317	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505266	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505267	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505268	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505269	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505270	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505271	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505272	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505273	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505274	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505275	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505276	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505277	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505278	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505279	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505280	yes	single
SRP302835	16	"(Bosch, 2021, 10.1093/femsyr/foab028)"	SRR13505281	yes	single
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095724	yes	paired
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095725	yes	paired
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095726	yes	paired
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095727	yes	paired
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095728	yes	paired
SRP312619	125	"Uploaded march 2020. not sure it's been published yet, Looks like this has the most details: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171092, Contributor(s)	Yu CA, Tenor JL, Sephton-Clark PC, Cuomo CA, Perfect JR"	SRR14095729	yes	paired
